Country or Area,Item,Year,Value
St. Kitts and Nevis,Industry (including construction), value added (% of GDP),1998,20.659534127844
St. Kitts and Nevis,Industry (including construction), value added (% of GDP),1999,22.4781391616745
St. Kitts and Nevis,Industry (including construction), value added (% of GDP),2000,26.842734561823
St. Kitts and Nevis,Industry (including construction), value added (% of GDP),2001,30.5650311211705
St. Kitts and Nevis,Industry (including construction), value added (% of GDP),2002,28.6195389986205
St. Kitts and Nevis,Industry (including construction), value added (% of GDP),2003,24.3502343417128
St. Kitts and Nevis,Industry (including construction), value added (% of GDP),2004,22.7029949657687
St. Kitts and Nevis,Industry (including construction), value added (% of GDP),2005,22.2498223290128
St. Kitts and Nevis,Industry (including construction), value added (% of GDP),2006,23.1516391558233
St. Kitts and Nevis,Industry (including construction), value added (% of GDP),2007,23.2344833885883
St. Kitts and Nevis,Industry (including construction), value added (% of GDP),2008,21.9405337717059
St. Kitts and Nevis,Industry (including construction), value added (% of GDP),2009,23.2275203495522
St. Kitts and Nevis,Industry (including construction), value added (% of GDP),2010,22.5446364872963
St. Kitts and Nevis,Industry (including construction), value added (% of GDP),2011,20.9395556933708
St. Kitts and Nevis,Industry (including construction), value added (% of GDP),2012,18.6665649553742
St. Kitts and Nevis,Industry (including construction), value added (% of GDP),2013,19.7043459118964
St. Kitts and Nevis,Industry (including construction), value added (% of GDP),2014,21.3549377319267
St. Kitts and Nevis,Industry (including construction), value added (% of GDP),2015,22.7429111019091
St. Kitts and Nevis,Industry (including construction), value added (% of GDP),2016,24.5014412612507
St. Kitts and Nevis,Industry (including construction), value added (% of GDP),2017,26.2514916415581
St. Kitts and Nevis,Industry (including construction), value added (% of GDP),2018,24.5577025655144
St. Kitts and Nevis,Industry (including construction), value added (% of GDP),2019,25.3177980276451
St. Kitts and Nevis,Industry (including construction), value added (% of GDP),2020,23.13564790373
St. Kitts and Nevis,Industry (including construction), value added (% of GDP),2021,22.5782935035804
St. Kitts and Nevis,Industry (including construction), value added (% of GDP),2022,21.7541644498395
St. Kitts and Nevis,Industry (including construction), value added (% of GDP),2023,
Korea, Rep.,Industry (including construction), value added (% of GDP),1960,17.3269307723089
Korea, Rep.,Industry (including construction), value added (% of GDP),1961,17.8985747431223
Korea, Rep.,Industry (including construction), value added (% of GDP),1962,17.9010658649904
Korea, Rep.,Industry (including construction), value added (% of GDP),1963,18.0713596914176
Korea, Rep.,Industry (including construction), value added (% of GDP),1964,19.3456806813573
Korea, Rep.,Industry (including construction), value added (% of GDP),1965,23.2860235746933
Korea, Rep.,Industry (including construction), value added (% of GDP),1966,23.0559984992027
Korea, Rep.,Industry (including construction), value added (% of GDP),1967,23.3404384896468
Korea, Rep.,Industry (including construction), value added (% of GDP),1968,24.0770275857995
Korea, Rep.,Industry (including construction), value added (% of GDP),1969,24.5989063135536
Korea, Rep.,Industry (including construction), value added (% of GDP),1970,24.7979689623114
Korea, Rep.,Industry (including construction), value added (% of GDP),1971,23.3304246655032
Korea, Rep.,Industry (including construction), value added (% of GDP),1972,24.8775687138271
Korea, Rep.,Industry (including construction), value added (% of GDP),1973,27.6246992202341
Korea, Rep.,Industry (including construction), value added (% of GDP),1974,26.6110056925996
Korea, Rep.,Industry (including construction), value added (% of GDP),1975,26.6853826017679
Korea, Rep.,Industry (including construction), value added (% of GDP),1976,27.6408158752971
Korea, Rep.,Industry (including construction), value added (% of GDP),1977,28.4639484955476
Korea, Rep.,Industry (including construction), value added (% of GDP),1978,30.2112942018327
Korea, Rep.,Industry (including construction), value added (% of GDP),1979,31.5585622008314
Korea, Rep.,Industry (including construction), value added (% of GDP),1980,32.0802213210288
Korea, Rep.,Industry (including construction), value added (% of GDP),1981,31.272523746824
Korea, Rep.,Industry (including construction), value added (% of GDP),1982,31.6824527900067
Korea, Rep.,Industry (including construction), value added (% of GDP),1983,32.9796812871896
Korea, Rep.,Industry (including construction), value added (% of GDP),1984,34.5128532038534
Korea, Rep.,Industry (including construction), value added (% of GDP),1985,33.9458774964626
Korea, Rep.,Industry (including construction), value added (% of GDP),1986,34.8748079832365
Korea, Rep.,Industry (including construction), value added (% of GDP),1987,35.9477328267232
Korea, Rep.,Industry (including construction), value added (% of GDP),1988,36.5902323851482
Korea, Rep.,Industry (including construction), value added (% of GDP),1989,36.1736121079506
Korea, Rep.,Industry (including construction), value added (% of GDP),1990,36.321838965836
Korea, Rep.,Industry (including construction), value added (% of GDP),1991,37.1477199666283
Korea, Rep.,Industry (including construction), value added (% of GDP),1992,35.8813190709258
Korea, Rep.,Industry (including construction), value added (% of GDP),1993,36.2140774214714
Korea, Rep.,Industry (including construction), value added (% of GDP),1994,36.2427361129083
Korea, Rep.,Industry (including construction), value added (% of GDP),1995,36.4912556111278
Korea, Rep.,Industry (including construction), value added (% of GDP),1996,35.4480556111846
Korea, Rep.,Industry (including construction), value added (% of GDP),1997,35.3964691630175
Korea, Rep.,Industry (including construction), value added (% of GDP),1998,35.3082832897723
Korea, Rep.,Industry (including construction), value added (% of GDP),1999,34.6658652504933
Korea, Rep.,Industry (including construction), value added (% of GDP),2000,34.7553167849948
Korea, Rep.,Industry (including construction), value added (% of GDP),2001,33.2209651958152
Korea, Rep.,Industry (including construction), value added (% of GDP),2002,32.8127498833055
Korea, Rep.,Industry (including construction), value added (% of GDP),2003,33.1112597254483
Korea, Rep.,Industry (including construction), value added (% of GDP),2004,34.7348397118927
Korea, Rep.,Industry (including construction), value added (% of GDP),2005,34.1503317465453
Korea, Rep.,Industry (including construction), value added (% of GDP),2006,33.5172729953167
Korea, Rep.,Industry (including construction), value added (% of GDP),2007,33.4537500773177
Korea, Rep.,Industry (including construction), value added (% of GDP),2008,32.5102179703721
Korea, Rep.,Industry (including construction), value added (% of GDP),2009,32.9053600052499
Korea, Rep.,Industry (including construction), value added (% of GDP),2010,34.116775965605
Korea, Rep.,Industry (including construction), value added (% of GDP),2011,34.4509672575549
Korea, Rep.,Industry (including construction), value added (% of GDP),2012,34.1346926355836
Korea, Rep.,Industry (including construction), value added (% of GDP),2013,34.447829188741
Korea, Rep.,Industry (including construction), value added (% of GDP),2014,34.0916723723005
Korea, Rep.,Industry (including construction), value added (% of GDP),2015,34.1499356702728
Korea, Rep.,Industry (including construction), value added (% of GDP),2016,34.2977996755017
Korea, Rep.,Industry (including construction), value added (% of GDP),2017,34.766308535902
Korea, Rep.,Industry (including construction), value added (% of GDP),2018,34.0458023068892
Korea, Rep.,Industry (including construction), value added (% of GDP),2019,32.6791489168007
Korea, Rep.,Industry (including construction), value added (% of GDP),2020,32.5381602000323
Korea, Rep.,Industry (including construction), value added (% of GDP),2021,32.4320155023667
Korea, Rep.,Industry (including construction), value added (% of GDP),2022,31.7263012565745
Korea, Rep.,Industry (including construction), value added (% of GDP),2023,
Kuwait,Industry (including construction), value added (% of GDP),1960,
Kuwait,Industry (including construction), value added (% of GDP),1961,
Kuwait,Industry (including construction), value added (% of GDP),1962,
Kuwait,Industry (including construction), value added (% of GDP),1963,
